Id,SalePrice
2658,131122.6848
2718,187178.649
2414,198337.9744
1989,113323.1163
625,187948.1684
333,91775.73986
1327,101971.2117
858,140137.9124
95,195472.3174
1568,168396.0277
2482,163017.828
1364,113617.1287
2584,159961.5838
818,356933.433
2673,147184.2087
2089,124856.209
1297,145179.1958
790,120346.7231
2616,198409.334
720,177888.8989
222,151324.0629
557,127712.0559
1148,216481.6338
2766,165486.4211
534,180403.5445
1452,109375.713
630,141289.3499
2648,118555.6321
125,145841.4492
1904,71772.90692
1670,108057.542
756,90602.64313
717,216204.4067
1032,159854.7347
852,218187.6174
1731,173107.7835
2639,110531.7662
2071,87571.80791
1267,110413.8583
1851,193684.7086
567,158323.0387
2439,204311.1882
1898,153971.0879
647,161179.6028
2256,236078.051
979,93727.94638
1444,224435.1506
2485,117330.4104
157,133880.2066
88,122518.0758
2003,104784.3844
186,189203.9122
1425,257351.6444
2695,117771.603
738,106300.4158
395,152516.5495
1353,169374.2258
1878,143273.5197
390,159697.5044
1456,237188.024
1103,315883.8336
1387,122356.5515
2070,151230.9995
1199,157741.673
2479,170179.4304
501,331416.0372
2362,90582.61988
1718,201682.3456
2188,86422.59324
1483,157021.853
2557,93179.48383
437,342818.3739
2224,206014.1581
1628,169570.0449
397,141100.8098
587,188852.2814
2182,840532.749
971,126991.7646
2611,148754.7762
1887,94491.73597
2399,342581.234
2148,213054.735
304,100873.5486
1997,126621.12
2817,136062.8553
1431,185638.5851
427,370896.9646
263,117918.8371
598,161590.8424
2895,232909.9631
687,143465.758
1822,134708.4446
2191,111294.7325
179,117802.2185
1009,220592.0467
2010,130849.2517
1991,127724.86
1411,153619.9567
1721,248947.295
1144,190329.4447
593,216756.7809
575,291045.5422
1249,172970.4206
1604,121540.7835
1064,512389.1367
1923,162918.2791
1988,95391.68101
2325,166757.7143
114,195511.5808
2700,186447.8255
217,146349.2542
343,180314.7406
386,237256.3761
2005,110262.1835
2908,121919.1731
1814,223815.3638
2446,534401.3955
208,141303.7161
1679,110209.7003
822,327653.1905
6,179648.641
1781,401982.3174
2397,274560.5178
2340,309477.4651
1618,153872.973
2843,130653.7451
1061,371475.1606
2786,116336.1995
1935,138844.8149
1341,128076.5756
521,273820.9219
2136,132875.1186
996,192423.4549
227,147105.0169
135,165778.1387
1167,162881.6293
294,263067.9622
1776,199577.4818
540,173239.7807
1717,201682.3456
2303,120619.9646
116,180964.8724
127,140147.4407
1371,118689.2278
1014,167595.6737
1507,93204.38705
702,132322.1758
750,139449.989
