Id,SalePrice
2658,136345.191
2718,209731.3023
2414,196449.6571
1989,119020.4126
625,198597.4731
333,82912.64782
1327,95517.12737
858,152589.0037
95,200488.0956
1568,168364.8188
2482,172282.8758
1364,124323.0233
2584,161136.3726
818,301022.8725
2673,154465.5873
2089,123936.8188
1297,164417.205
790,119901.7291
2616,197375.0483
720,194238.3711
222,146841.9615
557,123561.7746
1148,221511.0434
2766,156681.3532
534,184790.748
1452,98749.61725
630,134602.5919
2648,128836.9661
125,145579.9209
1904,41663.35322
1670,99674.22978
756,103511.6519
717,245414.011
1032,159813.6738
852,228337.0168
1731,174287.8681
2639,114127.7692
2071,81563.48274
1267,95620.06412
1851,204683.1711
567,165286.7124
2439,212576.3403
1898,156321.0609
647,162345.5424
2256,247086.4402
979,94741.42248
1444,227692.3136
2485,102404.1446
157,116033.1425
88,120648.4827
2003,104999.9459
186,194967.3405
1425,255589.9683
2695,134769.9165
738,108461.1379
395,147085.6629
1353,176092.9518
1878,143789.3962
390,154181.6453
1456,236629.3607
1103,323675.9562
1387,129825.1246
2070,157449.1786
1199,156954.9155
2479,175136.8766
501,335212.6839
2362,77310.92602
1718,234465.3366
2188,68270.49455
1483,162752.2845
2557,77558.52819
437,339202.9113
2224,224329.2872
1628,176365.6773
397,140698.6904
587,205977.1466
2182,521538.6475
971,138600.3177
2611,141623.3274
1887,88927.837
2399,352809.1754
2148,221090.8707
304,112792.2545
1997,131651.6877
2817,137425.7898
1431,185499.5213
427,369396.9167
263,110950.1181
598,177485.2178
2895,254426.3141
687,141635.3074
1822,131616.5507
2191,95352.93595
179,112816.6613
1009,255657.159
2010,124458.0881
1991,139851.897
1411,172863.9435
1721,267202.3762
1144,192888.2742
593,206213.8453
575,293324.9222
1249,186984.1154
1604,106556.3984
1064,428481.1294
1923,159711.6951
1988,92534.32878
2325,172349.6832
114,197929.2051
2700,204980.5764
217,167062.9381
343,191734.8508
386,233876.3064
2005,120315.9844
2908,121742.3354
1814,221372.6324
2446,441558.5774
208,159857.0156
1679,120487.9043
822,315745.7465
6,177035.5853
1781,362493.3717
2397,309654.5411
2340,322784.6383
1618,150850.9613
2843,152991.5737
1061,359004.4211
2786,100606.6229
1935,129658.7714
1341,128496.1515
521,261707.8069
2136,139433.284
996,189498.8761
227,145616.1374
135,163285.1314
1167,166508.1788
294,264620.595
1776,206174.7274
540,176674.5353
1717,234465.3366
2303,109538.123
116,176799.4435
127,134170.9903
1371,128661.7848
1014,180737.6469
1507,97506.8004
702,158642.285
750,157188.8882
261,141455.4202
1559,55461.38379
577,225845.9277
2812,202019.9892
2080,159245.3184
1368,108104.6403
2376,112882.3018
659,109465.2624
1235,123097.9413
332,77524.66033
1917,133581.2735
2094,254074.5339
1460,276639.2494
1471,213321.0813
1509,110117.0075
1922,116602.9226
433,440732.8616
460,307397.5937
1116,247118.468
1137,161242.71
53,183784.6419
2354,250268.182
1475,208595.2088
1761,475593.0931
842,131885.9786
2739,190463.3586
2509,170362.9484
1007,205597.4958
2610,170706.5656
1952,90214.81011
2719,201656.0729
2921,82745.08151
1966,138069.2741
292,133512.8402
1204,186314.8256
1829,243392.9434
2419,184676.6401
391,161519.7239
798,104403.7634
481,199962.0357
193,211210.6016
555,119539.4347
899,65573.07107
2357,171745.5544
328,129851.4219
1356,107597.4763
1154,107282.633
1730,183479.065
2249,144224.7041
1119,255348.9527
2856,142742.7715
1394,126436.9654
2587,111122.8792
61,324842.5754
2661,188179.8103
2711,117305.4491
1147,185942.4224
757,127333.6029
2623,88862.8936
2378,155355.0008
1413,132996.867
1722,250269.8432
1112,222853.6692
1623,182734.2088
1201,195068.649
1513,119226.2719
957,265498.5886
1171,269054.6863
1145,194840.0343
2726,241832.5963
703,145828.2156
760,102077.6129
1964,135362.3946
2512,195663.3128
159,135876.6845
1281,174042.7688
468,189571.6437
290,122661.0921
665,102856.8299
1463,258851.8936
1792,216968.6833
923,147977.4699
500,305804.097
1408,155368.2458
331,76236.2051
170,152595.2104
2192,88947.10706
2571,294051.6682
2314,156973.3335
2647,83750.78877
422,424100.8062
2457,321211.2321
1838,218185.0099
2805,240026.7612
1645,162219.3959
1711,313469.407
2825,258617.1377
322,320630.7833
2103,262223.7945
342,103734.3089
600,109255.8734
488,184169.2315
1725,337980.5089
2246,275464.2363
2847,158476.1949
806,232165.7657
530,235238.6632
963,204278.4759
2678,107534.3571
171,74935.76033
2401,405128.0034
805,222451.0752
2259,224905.9598
1748,187349.183
1361,130605.4553
1677,115407.4305
1406,155459.8966
2322,234080.5941
688,159348.287
143,136883.0014
804,207493.8688
1214,163664.8728
2828,130212.3752
1999,199047.0131
2467,194866.5576
2665,156975.526
1538,334892.9806
398,103391.6564
2822,139055.9904
2157,154902.7943
1856,188757.854
1269,103750.9731
2570,107897.945
2320,232130.6516
1517,116273.043
2304,103907.5789
1312,85867.41917
2012,137070.358
506,244003.3378
2865,208340.6665
2367,102628.7272
554,82540.19493
238,133798.3052
1954,104034.3984
2488,149461.3786
2291,87222.3102
1969,92924.41587
2725,164705.3637
1482,162752.2845
2763,210099.4055
503,269511.8118
1584,248758.3804
1531,161567.8966
2210,201443.3709
459,345832.987
556,118741.5739
1347,152791.8629
1290,65474.67888
1388,99405.23533
1571,207539.6019
2754,210316.3912
765,145156.913
2494,114664.4893
2870,242473.9131
7,262319.0972
1114,249530.563
2418,267691.4601
291,152016.1827
18,356135.709
39,355626.7244
1001,300251.7168
2442,246633.8373
616,141774.4328
2680,78734.02498
1414,124885.546
289,157318.0149
40,270305.9529
860,109247.9018
409,125775.8051
673,143160.7206
2427,183654.613
2036,200698.377
2564,135655.0105
642,204177.541
1008,185945.9509
1908,165278.7339
2519,212336.5682
1369,75349.09498
2855,162276.2756
712,75462.73178
1943,113629.5226
1958,133236.4433
107,168994.8033
2295,189430.8538
704,90728.20978
676,128657.7538
259,180814.7365
93,296638.4358
106,236675.428
2315,180597.3216
1050,98134.14691
1095,200000.0688
2709,141657.7852
758,161175.3199
1496,138972.013
2370,120662.5017
2458,270370.8228
2733,131071.3312
161,270921.5541
726,149420.6862
845,219177.2994
947,251245.1697
2232,107435.5386
2563,139600.8967
2299,145382.3812
211,93703.21393
605,194035.8602
1478,210902.1504
2247,279086.9898
2274,211051.7474
2869,235888.5953
967,215087.3597
2656,107766.4663
667,231852.4255
1042,107816.1645
2023,160525.5856
2447,378494.7901
2055,115194.4292
2275,278684.8781
2204,187153.3301
1563,280037.42
483,247934.7312
796,159520.5243
1526,171244.8705
2042,154484.2873
442,344679.8944
1693,323661.6393
1468,223463.2825
1430,195479.8184
2605,178056.107
1529,197156.1762
335,126378.2834
1287,114280.3519
31,102648.0226
1785,290871.0458
82,158010.8363
2620,139662.1444
252,190591.2218
721,70228.93381
2165,196495.2409
2316,168844.034
775,125257.7872
1558,100520.8989
17,181624.0183
1022,242953.8798
925,133856.8878
438,301959.8185
1270,141003.2365
1272,112074.1638
215,152145.4861
266,232009.6912
2402,298858.9375
1250,126778.0258
1984,108923.3659
1279,132009.7904
377,244678.4515
1252,145530.4118
2156,265409.268
499,325545.3186
1374,123197.2716
2898,230509.914
401,98546.74856
2721,181900.8247
2078,262804.1289
2589,122640.4383
1946,242050.0405
1334,120775.9627
2781,239143.2048
431,379970.3144
576,213224.9367
1474,212967.729
2254,124693.8766
2155,270259.6789
885,125723.5452
643,131103.4499
1944,124455.5087
480,200713.0729
2845,103376.0331
2387,325006.2928
2407,238034.2771
2527,162251.5013
2514,162585.0434
629,177570.1187
80,199051.5525
1876,144462.4558
1546,102999.991
2518,178967.4866
2347,151911.5798
783,215334.1783
1322,47090.11644
194,96892.64004
1770,308661.3162
2143,141124.4108
1229,203478.7726
511,271259.649
46,245756.2386
1348,176448.8153
2465,193485.702
387,227505.122
873,226831.3709
1918,107428.6833
2764,227734.0647
2184,108789.5408
934,148444.757
1920,118572.5977
2631,140716.68
1768,508806.9204
2040,129916.6358
1749,221690.8943
834,244313.1579
1457,248372.9369
79,108516.7238
2302,93007.24713
1817,129413.3306
2755,239801.876
359,176961.9594
2059,101860.1807
2092,238292.1139
2516,237503.8279
150,95192.77166
1656,142409.8125
83,94772.4108
2411,194017.9951
795,81670.82863
2312,239263.7375
2917,109300.6337
1624,181724.8224
2215,273377.8199
1211,144821.7467
1485,163337.4216
1024,189015.1597
570,203591.4957
2874,131848.182
700,163194.3123
2756,218266.3649
2022,184864.9113
583,225555.5275
2392,359796.1447
2424,209879.6477
212,113553.9782
736,138199.0116
1610,175873.8488
890,119040.0487
467,181645.4392
578,215205.2107
1747,177404.3336
1149,174583.9502
2758,242314.5235
857,123557.6439
2219,277124.4891
733,105715.5068
2909,113567.1817
1798,253148.6255
235,124986.9208
2366,140845.5565
1027,113023.5944
1195,133270.0131
1303,24478.12524
148,194566.2794
608,167308.3945
2515,200353.8592
821,287718.4502
2500,290616.8655
745,112088.6018
741,139304.5546
1611,132944.366
2532,114081.0695
1081,231271.0825
1692,397408.9633
2520,190242.1467
276,119848.1166
1992,120978.9203
663,24541.27241
418,109836.8015
1733,202643.7795
2359,135186.3126
253,197649.6051
1518,173890.3175
2035,149709.4603
2919,73550.13055
1540,239932.2161
2120,137636.7357
1674,198975.9342
256,142123.1039
2361,88669.41658
978,81289.05998
2280,152724.0186
2095,222165.9076
1709,328355.1688
2801,232002.0597
1246,112683.9337
2373,108764.1744
1055,291853.6713
2017,133694.8654
1099,303776.2747
1344,96283.46175
835,176393.4266
1117,227326.0986
2043,82498.07301
2085,132296.6464
410,154272.8101
2650,94129.41326
2867,166254.081
1668,102856.5387
1161,177315.1918
2122,186871.8
2539,136197.6669
1047,134343.2398
1445,120066.9451
541,129477.0655
569,241852.9039
1276,123981.079
918,144344.3054
326,174470.3026
1936,121473.5615
895,88001.14107
257,127750.0045
1241,181552.1293
1545,112337.9008
1189,179456.934
270,154959.9803
2066,212744.1828
693,98516.77996
1259,166103.9023
2916,142321.2626
2321,281860.9055
1977,90201.54606
1895,152541.9184
1240,159384.6853
85,149614.6126
1823,111958.8833
825,291505.7105
110,230152.235
697,109627.4582
2297,95079.10933
1231,135189.613
1355,136410.5273
968,330310.9209
584,206172.2874
1315,116729.8246
1606,120843.4114
206,106911.8756
1685,344016.4392
2016,137441.6917
869,212133.5785
2135,112506.3554
2346,168777.7169
2430,228513.2524
2198,96765.91016
2652,114939.9441
27,103079.9817
241,170739.3592
906,127223.4283
1506,112946.2021
2098,337634.9791
1435,217605.2903
2213,134324.1505
1274,138483.1652
743,20171.29234
1737,197043.2384
2797,263701.4041
2185,78396.56747
58,161092.6241
830,205694.1661
808,120885.9573
680,161132.051
1153,110119.5564
1291,146465.6856
1818,171797.4507
2161,187854.656
1883,123913.5695
350,358460.1379
2473,140461.6144
295,203578.0397
293,195494.5933
859,117554.3358
288,76680.44205
1578,145303.1634
102,213850.4539
2831,188204.0319
1030,168668.2186
2551,138140.4051
1286,151941.4351
958,295721.3243
776,113527.0729
72,226332.8642
2263,248050.1451
1866,135339.6962
2876,54750.76288
2146,259784.9866
103,187952.5835
1500,132062.6627
492,181692.6421
167,133313.6306
2597,109647.8163
2685,118189.2443
1035,148003.1755
1220,72197.31335
2602,147719.0914
2159,220422.4571
695,162665.9705
1109,286362.9007
640,189763.1258
1652,156352.3624
2090,186184.5368
1188,183274.4907
2345,206330.6567
1059,384016.572
2751,241540.1063
128,216421.9682
1523,199998.2165
2925,154954.2195
2145,286574.0085
1121,215099.0839
566,290812.267
565,245271.7994
1331,151334.5077
2928,104843.3902
156,134549.4326
797,142129.6392
327,82996.43097
2859,156951.5924
1453,96304.08643
1762,348682.6052
1868,183277.5859
1760,176116.133
1113,248309.6262
1812,188049.1697
117,135444.1095
1142,215688.7652
2342,386021.1584
927,150131.8033
2478,177064.5566
655,71438.98612
2064,125709.4587
369,281115.982
2239,121579.8386
2732,213334.6562
1653,161168.3237
959,204444.4679
2395,341549.0699
1412,99004.73416
271,254222.8946
1484,164294.9186
1497,148414.715
552,167270.0084
2,112245.3614
1855,301884.5764
4,289327.3737
2292,158786.0543
134,137152.3542
646,105692.0557
42,325923.0279
532,226339.8564
713,100224.162
2561,130117.1979
2360,125366.7748
1333,126013.1759
1407,195727.7287
2892,280846.5967
574,232364.1456
1227,182499.0981
2591,227711.1141
1476,221031.4917
1125,270388.8298
1446,139209.2048
408,113874.7824
1101,295421.6644
2251,204632.2842
373,179508.4273
2554,116312.8457
2382,283595.1673
1985,68759.27631
519,218198.7376
1093,196656.8969
864,257850.7172
2889,142148.0489
2308,200018.9918
986,142146.1636
1302,148109.0075
585,136510.223
2708,128929.0931
147,122908.8767
1441,230754.5137
383,174527.2044
285,156618.3553
181,109623.0069
358,182888.3163
780,177750.1985
258,186646.6063
1865,212812.6448
692,114199.6434
2902,310236.8107
508,259294.5645
2638,149098.9972
36,150886.311
611,164438.5784
2281,118465.9481
1678,142564.3277
1696,418397.4329
1557,51900.29241
2180,154590.2894
1726,248884.5982
951,131742.5229
267,232987.5546
2706,137749.6013
2221,236399.1327
1357,168475.0936
2901,296529.8648
347,166940.7551
2164,197546.4355
1586,294248.1176
360,175955.1756
1769,243740.8711
2617,167476.6985
1879,176722.3546
991,206668.3181
1535,126368.8
1191,164832.0025
1579,203262.4535
1882,115942.6154
1510,129630.5265
2196,183754.5665
1845,198130.187
2336,387261.9471
942,90728.7848
861,110441.8604
2555,112126.8855
1392,160992.1045
2099,262223.7945
1543,115960.3258
948,261648.1374
1239,167538.1548
22,190184.389
2796,252060.7347
2747,193935.2601
92,305539.6258
210,195222.6976
1858,213706.2949
2228,155936.9683
447,250402.2862
827,249410.4355
1649,215072.1349
682,120701.5027
2698,111062.3771
494,151808.5673
214,112447.2733
2441,238529.5151
2679,105577.0976
1336,124117.355
465,189558.1088
1524,148530.8761
2543,113492.0863
631,138147.1805
2452,314779.7274
228,154038.1538
126,180413.4458
1092,246559.6178
1122,213504.3754
932,226718.6894
1980,72345.3939
2171,106822.1863
551,144707.3087
2768,194566.8525
2056,103869.0463
1159,352952.6723
2645,138374.3684
1174,191677.7226
2266,223777.882
2462,352429.0619
1219,140344.6311
2922,188898.461
118,145887.4512
474,190758.8392
2576,153056.0056
872,276682.4241
1077,250876.0514
1536,149191.9286
1150,122712.3176
2341,320107.6837
1931,141310.6639
2785,126322.2698
2538,116543.5564
597,204176.0885
464,223493.6453
233,222803.6825
2169,136012.9081
2123,163704.8923
1867,159998.1145
137,258703.2355
515,217630.7047
933,106098.3258
2784,153982.8441
972,180719.1895
599,157543.784
2614,133313.8456
2582,146781.3944
1409,175981.5642
175,110774.808
352,246450.9701
976,95827.27597
2134,199720.4522
984,96981.32819
2396,349392.2463
1673,133549.4466
404,121351.2255
607,179909.7606
814,184955.8276
868,200782.9085
2271,217928.2142
1633,283760.9028
337,208603.165
2765,187954.6777
1746,234349.0491
368,352146.9425
2806,212375.387
1662,178968.8933
1234,221665.4955
1373,128667.7246
1672,91893.92786
1939,126839.1795
